CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SignupDate,SatisfactionScore,Churn
CUST-11422,Male,1,Yes,No,,Yes,No,,,No,Yes,Month-to-month,No,Credit card (automatic),82.21, ,31/05/2021,3.0,Yes
CUST-11423,Male,0,Yes,No,18.12506143954444,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),114.1,2065.84,2021-06-01,4.0,Yes
CUST-11424,,nan,Yes,Yes,42.71462367700568,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,120.0,5129.85,2021-06-01,3.0,Yes
CUST-11425,Fe-male,0,Yes,No,10.900853781807912,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,electronic check,92.76,1002.33,2021-06-02,3.0,Yes
CUST-11426,Male,0,yes,No,2.534289012326492,Yes,Yes,dsl,No internet service,No internet service,No internet service,One year,No,Mailed check,108.43,263.04,2021-06-03,3.0,Yes
CUST-11427,  Male ,0,No,Yes,26.87937053701543,Yes,Yes,dsl,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,78.54,2125.14,2021-06-04,4.0,Yes
CUST-11428,Female,0,Yes,Yes,0.1869578654953621,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,Credit card (automatic),-73.76,0.03,2021-06-05,5.0,Yes
CUST-11429,Female,0,No,,15.477965346232125,Yes,Yes,Fiber optic,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),68.03,1076.34,2021/06/06 07:19,2.0,Yes
CUST-11430,Female,Yes,No,No,5.140468009548454,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.53,,"Jun 07, 2021",3.0,Yes
CUST-11431,Female,0,yes,Yes,23.69241793726647,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Mailed check,82.91,1967.41,2021-06-08,3.0,No
CUST-11432,Female,0,No,Yes,72.0,Yes,No,No,No internet service,No,No internet service,1-Year,Yes,Mailed check,49.08,3546.58,2021-06-08,3.0,no
CUST-11433,Female,0,No,No,14.984954195263748,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,No,Electronic check,60.28,909.75,2021-06-09,,No
CUST-11434,Male,0,No,No,40.82389326530892,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.36,,2021-06-10,3.0,No
CUST-11435,Male,0,No,No,17.012112342188953,Yes,yes,Fiber optic,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),78.95,1348.45,2021-06-11,4.0,Yes
CUST-11436,Male,0,No,Yes,16.436679904030136,Yes,No,Fiber optic,,No,No,One year,Yes,Electronic check,35.93,,12/06/2021,4.0,No
CUST-11437,Female,0,Yes,No,63.96787954308532,Yes,,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.71,4193.97,2021-06-13,1.0,Yes
CUST-11438,Male,0,Yes,No,52.96715225272334,Yes,No,Fiber optic,No,Yes,,Two year,Yes,Electronic check,79.71,4234.67,2021-06-14,4.0,No
CUST-11439,Female,0,No,No,36.98033502520222,Yes,No,DSL,No,No,Yes,Month-to-month,,Credit card (automatic),,3031.95,INVALID_DATE,4.0,No
CUST-11440,Fe-male,1,Yes,No,8.432166594954401,Yes,No,Fiber optic,No,No internet service,Yes,Two year,No,Electronic check,87.85,754.2,2021-06-15,4.0,Yes
CUST-11441,Male,1,Yes,No,18.89943255117154,Yes,No phone service,DSL,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),58.3,1093.22,2021-06-16,1.0,Yes
CUST-11442,Female,0,No,No,6.083288070241506,Yes,Yes,Fiber optic,Yes,No,,One year,Yes,Mailed check,79.28,476.32,2021-06-17,2.0,Yes
CUST-11443,Male,0,Yes,yes,14.084092135120688,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,50.1,719.86,2021-06-18,4.0,No
CUST-11444,Female,0,No,No,15.889476405932957,No,Yes,Fiber optic,,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),18.0,,"Jun 19, 2021",3.0,No
CUST-11445,Male,0,No,No,42.7596233681205,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,80.61,3425.08,2021-06-20,5.0,yes
CUST-11446,Female,0,NO,No,54.32729185323812,No,Yes,DSL,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),73.65,4001.06,2021-06-21,3.0,No
CUST-11447,Female,0,No,yes,12.85186023775482,Yes,,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),95.1,1219.56,2021-06-22,1.0,Yes
CUST-11448,  Male ,0,Yes,Yes,0.4287130435266088,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.94,17.26,"Jun 22, 2021",4.0,Yes
CUST-11449,Female,0,No,No,47.4927382357231,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),18.0,863.5,2021-06-23,3.0,Yes
CUST-11450,Female,0,No,Yes,,Yes,Yes,Fiber optic,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),61.95, ,2021-06-24,3.0,No
CUST-11451,Female,1,,No,23.34117281440413,Yes,yes,fiber optic,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),-91.3,2132.82,"Jun 25, 2021",1.0,No
CUST-11452,Female,nan,Yes,Yes,0.6069111053059388,No,Yes,DSL,No,Yes,No,,No,Mailed check,,60.72,26/06/2021,2.0,Yes
CUST-11453,Female,0,Yes,No,12.24008209524596,Yes,,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,60.3,746.84,27/06/2021,2.0,Yes
CUST-11454,Male,0,No,No,72.0,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),18.0,1306.03,2021-06-28,3.0,No
CUST-11455,FEMALE,0,Yes,No,2.547155536034492,Yes,No,DSL,No,Yes,,Month-to-month,No,electronic check,33.92,82.68,2021-06-29,4.0,Yes
CUST-11456,Female,Yes,No,No,13.226760909828283,No,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,,,2021/06/29 23:11,2.0,Yes
CUST-11457,Female,0,Yes,No,8.80660035710121,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Electronic check,18.0,152.63,2021-06-30,4.0,No
CUST-11458,Male,0,Yes,No,56.51535437989408,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,55.15,3102.58,2021-07-01,5.0,No
CUST-11459,Female,0,Yes,No,48.84378181040653,Yes,No phone service,Fiber optic,No,Yes,Yes,One year,Yes,Bank transfer (automatic),65.85,3206.4,2021-07-02,4.0,No
CUST-11460,Male,0,Yes,Yes,6.513923369634627,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,99.2,654.58,2021-07-03,4.0,Yes
CUST-11461,Female,0,No,No,2.0321643833421987,Yes,No,Fiber optic,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),83.13,154.36,2021-07-04,2.0,No
CUST-11462,Male,0,yes,No,23.67715098819179,Yes,Yes,DSL,Yes,Yes,No,One year,No,Credit card (automatic),93.58,2219.65,2021-07-05,1.0,Yes
CUST-11463,Female,0,Yes,Yes,9.840685745213227,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,electronic check,73.76,721.91,2021-07-06,3.0,Yes
CUST-11464,,0,No,No,26.75997581125103,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,39.34,,2021-07-06,4.0,No
CUST-11465,Male,1,Yes,No,0.7835259433193889,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,No,electronic check,46.29,35.62,2021-07-07,4.0,No
CUST-11466,,0,No,No,,Yes,No,DSL,No,No,Yes,One year,No,Credit card (automatic),36.72, ,2021-07-08,0.0,No
CUST-11467,Male,0,Yes,No,27.82916282330504,No,no,No,No,No,No internet service,One year,No,Electronic check,82.42,2280.66,2021-07-09,4.0,No
CUST-11468,Female,0,yes,No,5.729464188828619,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,-43.88,271.57,2021-07-10,3.0,No
CUST-11469,Female,0,No,Yes,46.776689691284524,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),52.88,2482.67,2021-07-11,4.0,No
CUST-11470,Female,nan,No,Yes,1.4490592932682462,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,electronic check,65.37,75.1,2021-07-12,2.0,Yes
CUST-11471,Female,0,No,No,5.824457773894214,Yes,No,No,No,No internet service,Yes,Two year,,Electronic check,113.94,657.23,2021-07-13,4.0,Yes
CUST-11472,Female,0,No,Yes,72.0,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,84.41,6077.13,2021-07-13,3.0,No
CUST-11473,Male,1,NO,Yes,13.62072489581885,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Mailed check,41.51,568.72,2021-07-14,2.0,No
CUST-11474,Male,0,No,No,29.13378086162576,Yes,Yes,DSL,Yes,No internet service,Yes,One year,Yes,electronic check,69.26,2018.01,2021/07/15 17:46,2.0,No
CUST-11475,Female,1,yes,No,4.840892261910973,Yes,No phone service,DSL,Yes,Yes,No,Month-to-month,Yes,Credit Card,114.24,550.33,2021-07-16,,Yes
CUST-11476,Female,0,No,No,22.590528468662495,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Electronic check,83.16,1876.56,17/07/2021,4.0,Yes
CUST-11477,Female,0,Yes,No,31.080344601074472,Yes,Yes,fiber optic,Yes,Yes,Yes,Two year,No,Electronic check,18.0,545.73,2021-07-18,2.0,No
CUST-11478,Female,0,No,No,9.061744733156985,Yes,,Fiber optic,No internet service,No internet service,No,One year,No,Credit card (automatic),37.24,358.42,2021-07-19,2.0,No
CUST-11479,Male,0,Yes,No,42.37176525761615,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer (automatic),34.94,1484.83,2021-07-20,3.0,No
CUST-11480,Female,1,No,No,22.196913283303367,Yes,No,DSL,No,No internet service,Yes,Month-to-month,Yes,Credit Card,107.92,2389.18,2021-07-20,1.0,Yes
CUST-11481,Male,1,No,No,11.828631963472057,Yes,No,DSL,No,Yes,No,One year,No,Credit card (automatic),102.39,1195.61,2021-07-21,1.0,Yes
CUST-11482,Female,0,No,No,,Yes,Yes,Fiber optic,Yes,No internet service,No,1-Year,Yes,Electronic check,45.95, ,2021-07-22,4.0,Yes
CUST-11483,Male,0,Yes,No,20.63562929296242,Yes,No,fiber optic,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),,938.42,23/07/2021,4.0,Yes
CUST-11484,Male,1,Yes,Yes,4.343155891161265,Yes,No,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,66.04,294.21,2021-07-24,,Yes
CUST-11485,Male,Yes,No,No,12.369359384690549,Yes,No,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),66.94,819.89,2021-07-25,1.0,Yes
CUST-11486,Male,0,NO,No,10.097444651270774,Yes,No,DSL,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),35.83,361.6,2021-07-26,5.0,No
CUST-11487,Female,0,Yes,yes,12.295951064427204,Yes,Yes,Fiber optic,No,No internet service,Yes,Two year,No,electronic check,57.23,715.72,2021-07-27,3.0,No
CUST-11488,Male,0,Yes,No,34.362109139109876,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,electronic check,21.09,742.63,2021-07-28,3.0,No
CUST-11489,Male,0,No,No,15.811679374170208,Yes,No phone service,No,No,No,No,One year,No,Electronic check,102.87,1611.18,2021-07-28,2.0,Yes
CUST-11490,Male,0,No,Yes,67.64865284921318,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,18.0,1202.8,2021-07-29,,No
CUST-11491,Male,0,Yes,Yes,8.344363403387252,Yes,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,$18.00,138.86,2021/07/30 15:19,,No
CUST-11492,Male,1,Yes,No,12.896324483875208,No,yes,DSL,No,No,Yes,Two year,Yes,Credit card (automatic),77.75,1013.29,2021-07-31,5.0,Yes
CUST-11493,Male,0,Yes,No,37.110248786958564,Yes,No,fiber optic,Yes,Yes,Yes,Two year,No,Credit card (automatic),27.59,1038.77,2021-08-01,1.0,Yes
CUST-11494,Female,0,NO,Yes,18.95309406523382,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,electronic check,49.67,951.81,2021-08-02,5.0,No
CUST-11495,Female,0,Yes,No,19.00620693160233,No,No,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.6,1259.58,2021-08-03,4.0,Yes
CUST-11496,Female,0,Yes,Yes,1.3155708231147478,Yes,No phone service,Fiber optic,No,No,No,Two year,Yes,Electronic check,-84.96,125.01,04/08/2021,2.0,Yes
CUST-11497,Female,0,Yes,,12.203866742413338,Yes,No,Fiber optic,Yes,Yes,No,Two year,Yes,Electronic check,58.07,700.43,2021-08-04,2.0,Yes
CUST-11498,Male,0,Yes,Yes,7.577192717061318,Yes,No,No,No,No internet service,No,One year,Yes,Electronic check,118.08,899.02,2021-08-05,4.0,Yes
CUST-11499,Female,0,No,yes,72.0,Yes,Yes,fiber optic,No,Yes,No,One year,Yes,Bank transfer (automatic),,4652.28,"Aug 06, 2021",4.0,No
CUST-11500,Female,0,Yes,No,8.848381509588178,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),100.42,885.19,2021-08-07,5.0,Yes
CUST-11501,Female,1,Yes,No,51.802913944454446,Yes,No phone service,No,Yes,No internet service,,Two year,N,Mailed check,73.06,3777.22,2021-08-08,3.0,No
CUST-11502,Male,1,No,No,27.065602271355033,Yes,No,Fiber optic,No,No,No,Two year,Yes,Credit card (automatic),120.0,3251.28,INVALID_DATE,3.0,Yes
CUST-11503,Male,0,Yes,No,10.0057177822854,Yes,No,DSL,Yes,Yes,No,One year,No,Mailed check,96.45,973.11,2021-08-10,4.0,No
CUST-11504,Male,0,Yes,No,18.821805369097376,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,66.0,1243.09,11/08/2021,4.0,no
CUST-11505,Male,0,No,No,44.062472033337706,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Mailed check,$83.56,3677.36,2021/08/11 21:46,2.0,No
CUST-11506,Female,0,No,No,51.56961973182831,Yes,,Fiber optic,No,Yes,No,Two year,N,Mailed check,56.88,2944.69,2021-08-12,4.0,No
CUST-11507,Female,0,No,No,4.19573750229707,No,No,Fiber optic,No,No,Yes,Two year,No,Credit card (automatic),56.57,,"Aug 13, 2021",3.0,No
CUST-11508,Female,0,No,No,9.956853534547948,Yes,Yes,Fiber optic,No,No internet service,Yes,Two year,No,Mailed check,25.6,265.38,2021-08-14,3.0,Yes
CUST-11509,Female,0,No,No,9.799293695986055,Yes,Yes,DSL,Yes,Yes,Yes,One year,No,Electronic check,40.45,378.46,"Aug 15, 2021",1.0,Yes
CUST-11510,Female,0,Yes,Yes,1.030902290407826,Yes,Yes,Fiber optic,Yes,No,No,One year,,Credit card (automatic),120.0,128.74,2021-08-16,3.0,Yes
CUST-11511,Female,0,No,No,21.885475386043908,Yes,No,No,No,,No,Two year,No,, 28.6 ,620.05,INVALID_DATE,1.0,No
CUST-11512,  Male ,0,No,Yes,46.3147510112582,Yes,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),45.04,2099.08,2021-08-18,5.0,No
CUST-11513,Male,0,No,Yes,11.533880777413582,Yes,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.89,717.57,2021-08-18,4.0,Yes
CUST-11514,Male,0,No,Yes,32.333085779115734,Yes,No,fiber optic,Yes,No internet service,Yes,One year,No,Electronic check,62.89,2044.71,19/08/2021,,No
CUST-11515,Male,0,Yes,Yes,23.713353816914747,Yes,No,DSL,Yes,No,No,Two year,No,Electronic check,$76.21,1803.39,2021-08-20,2.0,Yes
CUST-11516,Female,0,No,Yes,,,yes,DSL,No,No internet service,Yes,Month-to-month,No,Electronic check,50.63, ,2021-08-21,4.0,No
CUST-11517,male,1,No,No,3.649343391899011,Yes,Yes,DSL,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),78.06,270.14,2021-08-22,99.0,No
CUST-11518,Male,0,,Yes,29.653092664241615,Yes,No,DSL,No,No,No,Month-to-month,Y,Electronic check,98.97,2941.58,2021-08-23,2.0,Yes
CUST-11519,FEMALE,0,Yes,No,46.27265254102946,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,102.7,$4744.64,2021-08-24,1.0,No
CUST-11520,Male,0,Yes,Yes,27.789576009966098,Yes,No,Fiber optic,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),56.67,1574.78,"Aug 25, 2021",4.0,No
CUST-11521,FEMALE,0,Yes,No,0.4329656385083584,Yes,No,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),83.04,36.86,2021-08-25,3.0,Yes
CUST-11522,Male,0,No,No,5.847440686433464,Yes,No,,Yes,Yes,Yes,Two year,N,Electronic check,30.32,169.52,2021-08-26,2.0,No
CUST-11523,Male,1,Yes,No,1.7282806335626533,Yes,No,No,No,No,No,One year,No,Mailed check,43.05,75.96,27/08/2021,,No
CUST-11524,Female,0,Yes,No,20.276841111475417,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Electronic check,29.49,607.33,2021-08-28,4.0,No
CUST-11525,Male,1,,No,145.0,Yes,Yes,Fiber optic,No,No,No,Two year,Y,Electronic check,63.33,9182.87,2021-08-29,3.0,No
CUST-11526,Male,0,Yes,No,2.8124352020930905,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,-38.92,118.65,2021-08-30,1.0,Yes
CUST-11527,Male,0,No,Yes,43.73391440029726,Yes,No,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.08,830.64,2021-08-31,2.0,No
CUST-11528,Female,1,Yes,,19.45981015433176,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,53.12,1044.44,2021-09-01,2.0,No
CUST-11529,Female,0,No,No,28.10599261597322,,No,Fiber optic,No internet service,Yes,Yes,Two year,No,Mailed check,18.0,510.15,2021-09-01,3.0,Yes
CUST-11530,Male,0,No,No,72.0,Yes,No,Fiber optic,No,No,No,Two year,Yes,Electronic check,104.52,7515.57,2021-09-02,3.0,No
CUST-11531,Female,0,No,No,2.097377012002469,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,electronic check,47.97,104.66,2021-09-03,1.0,Yes
CUST-11532,Female,0,yes,No,55.557620432206726,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.26, ,2021-09-04,0.0,Yes
CUST-11533,Male,nan,Yes,No,3.2350178726438177,Yes,No,Fiber optic,No,No,Yes,Two year,No,Credit card (automatic),49.94,149.84,2021-09-05,3.0,Yes
CUST-11534,Male,0,Yes,No,11.979807032755101,Yes,No,Fiber optic,Yes,No internet service,No,Month-to-month,No,Electronic check,28.85,342.11,INVALID_DATE,1.0,Yes
CUST-11535,Male,nan,Yes,No,45.762182078561736,Yes,No,Fiber optic,No,No,No internet service,Two year,Yes,Credit card (automatic),99.97, ,2021-09-07,4.0,No
CUST-11536,Male,nan,No,Yes,56.81205136856146,Yes,Yes,No,No,No,No,One year,No,Mailed check,67.36,3819.59,2021-09-08,1.0,Yes
CUST-11537,Female,1,No,No,16.943338093637767,Yes,,dsl,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,120.0,2044.01,2021-09-08,4.0,No
CUST-11538,Male,0,Yes,No,21.639837176180365,Yes,Yes,DSL,No,No,,Month-to-month,No,Credit card (automatic),50.7,1097.55,2021-09-09,4.0,No
CUST-11539,Female,0,No,Yes,29.556148190289882,Yes,Yes,DSL,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.35,1505.49,2021-09-10,,Yes
CUST-11540,Female,0,Yes,Yes,42.91961785513612,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,,94.84,4075.96,2021-09-11,3.0,no
CUST-11541,Male,0,No,No,3.109250058345666,Yes,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),95.05,277.79,2021-09-12,2.0,Yes
CUST-11542,Female,0,NO,,39.86630528457468,Yes,No phone service,DSL,No internet service,No,Yes,One year,No,Electronic check,69.3,2769.43,2021-09-13,1.0,No
CUST-11543,Male,0,Yes,Yes,15.753206863984575,Yes,Yes,Fiber optic,No,No,No,One year,Y,Mailed check,120.0, ,2021-09-14,1.0,Yes
CUST-11544,Fe-male,0,No,No,14.375307452388029,Yes,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,$56.28,798.11,2021-09-15,4.0,No
CUST-11545,Female,0,Yes,Yes,13.2353662021887,No,Yes,No,No,No internet service,Yes,One year,N,Electronic check,26.62,340.8,2021-09-15,4.0,No
CUST-11546,Female,0,No,No,17.0818121098744,Yes,No phone service,Fiber optic,No,No internet service,No,Two year,Yes,Credit card (automatic),34.62,574.16,2021-09-16,,Yes
CUST-11547,Female,0,No,No,69.63220005740696,Yes,Yes,Fiber optic,,No,No,Two year,Yes,Mailed check,56.46,3931.99,2021-09-17,3.0,No
CUST-11548,Male,0,Yes,no,19.068576613520126,Yes,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),110.26,2109.11,18/09/2021,4.0,No
CUST-11549,Female,0,Yes,No,72.0,Yes,,DSL,Yes,No,No,One year,No,Bank transfer (automatic),59.11,$4262.38,2021-09-19,1.0,Yes
CUST-11550,  Male ,Yes,Yes,No,4.771315659746037,Yes,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,Mailed check,111.68, ,2021-09-20,5.0,No
CUST-11551,Female,0,No,No,30.90833307839936,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,77.73,2419.02,2021-09-21,1.0,No
CUST-11552,Female,1,No,Yes,40.14211848231743,Yes,Yes,Fiber optic,Yes,No,No internet service,One year,No,Electronic check,97.2,3906.72,2021-09-22,4.0,Yes
CUST-11553,male,0,Yes,No,,Yes,No,DSL,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),76.32, ,2021-09-22,3.0,Yes
CUST-11554,Male,1,No,No,22.409950234249038,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,,76.08,1694.8,2021-09-23,2.0,Yes
CUST-11555,Male,0,No,no,19.967494852231393,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,87.28,1717.98,2021-09-24,4.0,Yes
CUST-11556,Female,1,Yes,No,47.346752292943556,Yes,No,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.7,2252.53,2021/09/25 14:26,5.0,No
CUST-11557,Male,0,Yes,Yes,41.37571890772374,Yes,Yes,DSL,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),48.03,1974.83,2021-09-26,4.0,No
CUST-11558,Female,0,No,Yes,3.1305018969614684,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,electronic check,75.19,229.01,27/09/2021,3.0,Yes
CUST-11559,male,nan,NO,Yes,45.305961977908545,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,120.0,5437.69,2021-09-28,3.0,Yes
CUST-11560,Male,0,Yes,yes,12.829262262788783,Yes,No phone service,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),18.48,219.27,"Sep 29, 2021",2.0,Yes
CUST-11561,Male,0,Yes,No,7.022960813438479,Yes,No phone service,DSL,Yes,Yes,No,,Yes,Mailed check,18.0,,2021-09-29,4.0,Yes
CUST-11562,Female,1,Yes,No,48.92261196575123,Yes,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.79,2766.43,2021-09-30,1.0,No
CUST-11563,Male,0,No,No,13.576260540988297,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,95.63,1305.3,2021-10-01,5.0,Yes
CUST-11564,Female,0,Yes,No,39.65186738782821,Yes,No,DSL,Yes,Yes,Yes,Two year,Yes,Mailed check,66.24,2639.54,"Oct 02, 2021",4.0,No
CUST-11565,Male,0,Yes,No,7.337164284826466,,No,Fiber optic,Yes,Yes,No,One year,Yes,Bank transfer (automatic),29.62,227.07,2021-10-03,3.0,No
CUST-11566,Female,0,No,Yes,0.09448947570625443,Yes,Yes,fiber optic,No,No,No,Two year,Yes,Electronic check,-67.07,-8.66,2021-10-04,4.0,Yes
CUST-11567,Male,nan,No,No,16.41855734979454,Yes,Yes,fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),18.0,291.14,INVALID_DATE,4.0,No
CUST-11568,Female,0,Yes,Yes,2.534739991596684,Yes,Yes,DSL,No,No internet service,Yes,2-Year,Yes,Bank transfer (automatic),83.57,196.49,2021-10-06,3.0,No
CUST-11569,Female,1,Yes,Yes,33.69487647705426,Yes,No,No,No,Yes,No,Two year,Y,Credit card (automatic),55.43,1871.94,2021-10-06,3.0,No
CUST-11570,Female,0,No,No,7.753624105997754,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Mailed check,62.24,484.06,2021-10-07,2.0,Yes
CUST-11571,Male,0,Yes,No,14.072396675638686,Yes,Yes,dsl,Yes,No,No,Month-to-month,No,Electronic check,77.52,1100.62,2021-10-08,3.0,No
CUST-11572,Female,0,Yes,No,2.1853479019331354,Yes,No,Fiber optic,No,No internet service,No,month-to-month,No,Mailed check,70.87,156.7,"Oct 09, 2021",1.0,Yes
CUST-11573,Female,0,No,No,8.107105447569896,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,48.46,388.99,2021-10-10,4.0,Yes
CUST-11574,Male,0,Yes,No,36.502190691949764,Yes,No,Fiber optic,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),95.71,3480.36,2021-10-11,2.0,No
CUST-11575,Male,0,No,No,3.9453313987619962,,No,Fiber optic,No,Yes,Yes,Two year,,Electronic check,,340.81,2021-10-12,5.0,No
CUST-11576,Male,0,yes,No,25.001744130291815,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,18.0,459.71,2021-10-13,4.0,No
CUST-11577,Female,0,Yes,No,59.85740724945866,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,57.79,3445.94,2021-10-14,5.0,No
CUST-11578,Female,1,Yes,No,27.33418290002765,Yes,No,DSL,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,32.29,,2021-10-14,1.0,No
CUST-11579,Female,0,No,Yes,39.986952688023514,Yes,No,Fiber optic,Yes,No,No,One year,Yes,electronic check,26.66,,2021/10/15 18:10,4.0,No
CUST-11580,Male,0,No,No,-5.0,Yes,Yes,fiber optic,No internet service,No,No,Month-to-month,No,,80.75, ,2021-10-16,5.0,Yes
CUST-11581,Male,0,yes,No,6.927799603824681,Yes,No phone service,Fiber optic,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),234.55,350.37,2021-10-17,1.0,Yes
CUST-11582,Female,0,No,No,53.98590387783695,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,60.42,,"Oct 18, 2021",,No
CUST-11583,Female,1,Yes,No,30.135281795798264,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.61,1353.11,2021-10-19,3.0,No
CUST-11584,,0,No,No,24.48990344986353,Yes,No phone service,DSL,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),$75.81,6497.62,2021-10-20,2.0,No
