CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SignupDate,SatisfactionScore,Churn,SignupDate_Parsed,CustomerAgeDays
CUST-11257,Female,0.0,No,No,11.3506763524324,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.48,695.62,06/01/2021,3,No,2021-06-01 00:00:00.000000000,944
CUST-11258,Male,0.0,No,Yes,54.27437244759524,Yes,Yes,DSL,No,No,No,One year,No,Bank transfer (automatic),28.8,1582.01,2021-01-07,2,No,2021-01-07 00:00:00.000000000,1089
CUST-11259,Female,1.0,Yes,No,7.705989458131783,Yes,Yes,DSL,No,No,No internet service,One year,Yes,Electronic check,18.0,136.86,08/01/2021,4,Yes,2021-08-01 00:00:00.000000000,883
CUST-11260,Male,0.0,Yes,Yes,7.654580254332766,Yes,no,Fiber optic,No internet service,No,Yes,One year,Yes,Electronic check,70.91,529.18,2021-01-09,3,No,2021-01-09 00:00:00.000000000,1087
CUST-11261,Female,1.0,No,No,8.650274394495064,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,120.0,1036.5,2021-01-10,5,Yes,2021-01-10 00:00:00.000000000,1086
CUST-11262,Male,0.0,Yes,No,22.741391006951048,Yes,Yes,Fiber optic,No internet service,No internet service,No,Two year,No,Credit card (automatic),54.16,1225.41,2021/01/10 22:54,1,No,2021-01-10 22:54:00.000000000,1085
CUST-11263,Female,0.0,Yes,No,13.844297565427219,Yes,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),93.48,1289.31,2021-01-11,3,No,2021-01-11 00:00:00.000000000,1085
CUST-11264,Male,0.0,No,Yes,31.135503834968137,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,109.83,3423.64,2021-01-12,4,Yes,2021-01-12 00:00:00.000000000,1084
CUST-11265,Male,0.0,No,No,54.070662421101005,No,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),18.0,965.47,13/01/2021,3,No,2021-01-13 00:00:00.000000000,1083
CUST-11266,Male,0.0,Yes,No,26.915271942859974,Yes,No phone service,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.98,1381.97,2021-01-14,4,No,2021-01-14 00:00:00.000000000,1082
CUST-11267,Female,0.0,Yes,Yes,5.489822328096684,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Bank transfer (automatic),26.41,138.37,2021-01-15,3,Yes,2021-01-15 00:00:00.000000000,1081
CUST-11268,Female,0.0,Yes,No,64.75982804479904,Yes,Yes,DSL,No,No internet service,Yes,One year,Yes,Mailed check,40.51,2613.91,"Jan 16, 2021",3,No,2021-01-16 00:00:00.000000000,1080
CUST-11269,Male,0.0,No,Yes,7.372681186877482,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,No,Electronic check,115.76,853.4615741929374,2021-01-17,4,Yes,2021-01-17 00:00:00.000000000,1079
CUST-11270,Female,0.0,Yes,Yes,3.897469891012401,Yes,No phone service,DSL,No,No,No,Month-to-month,Yes,Electronic check,71.41,296.68,2021-01-17,1,Yes,2021-01-17 00:00:00.000000000,1079
CUST-11271,Female,1.0,Yes,Yes,16.140142259256457,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Two year,No,Electronic check,88.36,1426.1429700279004,2021-01-18,5,No,2021-01-18 00:00:00.000000000,1078
CUST-11272,Female,0.0,Yes,No,19.888814274202684,No,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.38,1261.99,19/01/2021,4,Yes,2021-01-19 00:00:00.000000000,1077
CUST-11273,Male,1.0,No,No,26.127954362634178,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Electronic check,28.38,741.5113448115579,2021-01-20,3,Yes,2021-01-20 00:00:00.000000000,1076
CUST-11274,Female,0.0,No,Yes,3.585612269471293,No,No,Fiber optic,No internet service,No,No internet service,One year,Yes,Mailed check,85.04,304.9204673958388,2021-01-21,4,Yes,2021-01-21 00:00:00.000000000,1075
CUST-11275,Male,1.0,No,Yes,8.561243726271348,No,No,DSL,Yes,No internet service,Yes,One year,Yes,Mailed check,102.28,874.51,INVALID_DATE,4,Yes,2023-04-15 09:29:52.020006729,260
CUST-11276,Male,1.0,Yes,No,7.939261278070454,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Electronic check,74.22,604.88,2021/01/23 05:21,3,No,2021-01-23 05:21:00.000000000,1072
CUST-11277,Male,0.0,Yes,Yes,22.24670579468605,Yes,No,Fiber optic,No,No internet service,No,Two year,No,Electronic check,79.37,1757.99,2021-01-24,3,Yes,2021-01-24 00:00:00.000000000,1072
CUST-11278,Male,0.0,No,No,40.725076284173355,Yes,No phone service,DSL,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),27.66,1136.18,2021-01-24,2,No,2021-01-24 00:00:00.000000000,1072
CUST-11279,Female,1.0,Yes,No,30.721193527725095,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Electronic check,85.91,2639.257735966863,25/01/2021,3,Yes,2021-01-25 00:00:00.000000000,1071
CUST-11280,Female,0.0,No,Yes,7.307234703354419,Yes,No phone service,DSL,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.08,758.24,2021-01-26,2,Yes,2021-01-26 00:00:00.000000000,1070
CUST-11281,Female,0.0,No,No,6.754772878379111,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,76.84,531.01,2021-01-27,3,Yes,2021-01-27 00:00:00.000000000,1069
CUST-11282,Female,0.0,No,No,72.0,Yes,Yes,Fiber optic,No internet service,No internet service,No,One year,Yes,Credit card (automatic),18.0,1303.49,2021-01-28,2,No,2021-01-28 00:00:00.000000000,1068
CUST-11283,Male,1.0,No,No,0.19848832379512976,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,113.77,19.87,29/01/2021,2,Yes,2021-01-29 00:00:00.000000000,1067
CUST-11284,Male,1.0,Yes,No,50.83049646477993,Yes,No,DSL,No,Yes,No internet service,Month-to-month,No,Electronic check,36.36,1860.27,2021-01-30,4,No,2021-01-30 00:00:00.000000000,1066
CUST-11285,Female,0.0,No,No,5.347302186810632,Yes,Yes,DSL,No internet service,No,Yes,One year,Yes,Credit card (automatic),76.33,412.64,2021/01/31 02:39,1,Yes,2021-01-31 02:39:00.000000000,1064
CUST-11286,Male,0.0,No,No,70.62821743425958,Yes,Yes,DSL,No,No internet service,Yes,One year,Yes,Credit card (automatic),93.3,6586.53,2021-01-31,3,Yes,2021-01-31 00:00:00.000000000,1065
CUST-11287,Male,0.0,Yes,No,10.056418918861525,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,97.09,967.72,2021-02-01,2,Yes,2021-02-01 00:00:00.000000000,1064
CUST-11288,Male,0.0,Yes,Yes,13.930724647186455,Yes,No,Fiber optic,No,No internet service,No,Two year,Yes,Credit card (automatic),18.0,249.85,02/02/2021,2,No,2021-02-02 00:00:00.000000000,1063
CUST-11289,Male,0.0,Yes,No,29.471865753700616,Yes,Yes,DSL,No,No internet service,No internet service,One year,No,Bank transfer (automatic),68.22,2026.38,2021-02-03,5,No,2021-02-03 00:00:00.000000000,1062
CUST-11290,Male,0.0,Yes,No,21.262295495055486,Yes,Yes,Fiber optic,No,No internet service,No internet service,One year,Yes,Electronic check,66.23,1407.15,2021-02-04,4,No,2021-02-04 00:00:00.000000000,1061
CUST-11291,Male,0.0,Yes,Yes,9.183279977307969,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.87,1009.53,2021/02/05 08:50,4,Yes,2021-02-05 08:50:00.000000000,1059
CUST-11292,Female,0.0,Yes,Yes,19.369374873672953,Yes,No,DSL,No internet service,Yes,Yes,Month-to-month,No,Electronic check,78.46,1514.76,2021-02-06,2,Yes,2021-02-06 00:00:00.000000000,1059
CUST-11293,Female,1.0,Yes,No,31.486916241803705,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.14,3414.02,2021-02-07,4,Yes,2021-02-07 00:00:00.000000000,1058
CUST-11294,Female,0.0,No,No,1.0381726205906798,Yes,yes,DSL,Yes,No internet service,Yes,Two year,No,Electronic check,80.9,99.7,2021-02-07,3,Yes,2021-02-07 00:00:00.000000000,1058
CUST-11295,Male,0.0,No,No,0.27029975196935324,Yes,Yes,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),62.48,13.37,2021-02-08,3,Yes,2021-02-08 00:00:00.000000000,1057
CUST-11296,Male,0.0,Yes,Yes,14.702706935861734,Yes,No,DSL,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),70.52,1028.23,2021-02-09,4,No,2021-02-09 00:00:00.000000000,1056
CUST-11297,Male,0.0,Yes,No,3.393008488741258,No,No,Fiber optic,No,No,No internet service,Month-to-month,No,Credit card (automatic),110.41,350.32,2021-02-10,4,Yes,2021-02-10 00:00:00.000000000,1055
CUST-11298,Female,0.0,No,Yes,26.20006371210251,Yes,No,DSL,No internet service,No,No,Month-to-month,No,Electronic check,25.79,675.6996431351237,11/02/2021,4,No,2021-11-02 00:00:00.000000000,790
CUST-11299,Female,0.0,Yes,No,5.780765447588783,Yes,Yes,DSL,No,No internet service,Yes,Two year,No,Mailed check,91.88,523.54,2021-02-12,3,Yes,2021-02-12 00:00:00.000000000,1053
CUST-11300,Male,0.0,No,No,13.611201875599258,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,No,Mailed check,45.87,621.57,INVALID_DATE,4,No,2022-11-12 16:12:01.287943944,414
CUST-11301,Female,1.0,Yes,Yes,5.2856748508236375,Yes,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),39.43,213.3,14/02/2021,3,Yes,2021-02-14 00:00:00.000000000,1051
CUST-11302,Male,1.0,No,No,19.08344524454315,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),95.4,1842.79,15/02/2021,1,Yes,2021-02-15 00:00:00.000000000,1050
CUST-11303,Female,0.0,No,No,2.960608622161873,Yes,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.21,124.95,2021-02-15,3,Yes,2021-02-15 00:00:00.000000000,1050
CUST-11304,Female,0.0,Yes,No,0.5610720282695699,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Mailed check,76.01,46.56,2021-02-16,3,Yes,2021-02-16 00:00:00.000000000,1049
CUST-11305,Female,0.0,Yes,No,1.2596448584368298,Yes,yes,Fiber optic,No internet service,No,Yes,Two year,No,Credit card (automatic),50.03,66.99,2021-02-17,4,No,2021-02-17 00:00:00.000000000,1048
CUST-11306,Female,0.0,Yes,No,72.0,Yes,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Electronic check,18.0,1278.06,2021-02-18,3,No,2021-02-18 00:00:00.000000000,1047
CUST-11307,Female,0.0,Yes,No,3.6836357585208996,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,68.256,305.59,2021-02-19,4,Yes,2021-02-19 00:00:00.000000000,1046
CUST-11308,Male,0.0,No,Yes,29.583376144082656,Yes,Yes,Fiber optic,No,Yes,Yes,One year,No,Electronic check,73.31,2033.13,2021/02/20 06:23,5,No,2021-02-20 06:23:00.000000000,1044
CUST-11309,Female,0.0,No,Yes,1.6882388979045908,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),18.0,38.37,2021-02-21,3,Yes,2021-02-21 00:00:00.000000000,1044
CUST-11310,Male,0.0,Yes,Yes,2.7472543114071963,Yes,yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),43.74,95.91,22/02/2021,2,Yes,2021-02-22 00:00:00.000000000,1043
CUST-11311,Male,0.0,No,No,17.0654195796781,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,One year,No,Electronic check,18.0,310.15,2021-02-22,1,No,2021-02-22 00:00:00.000000000,1043
CUST-11312,Female,0.0,No,No,15.00593541923449,Yes,Yes,DSL,Yes,No,No,One year,Yes,Credit card (automatic),86.65,1292.69,2021-02-23,2,Yes,2021-02-23 00:00:00.000000000,1042
CUST-11313,Female,0.0,Yes,No,22.904134526534285,Yes,yes,DSL,No,No internet service,Yes,Two year,Yes,Mailed check,106.34,2435.625665551656,2021-02-24,1,Yes,2021-02-24 00:00:00.000000000,1041
CUST-11314,Female,0.0,Yes,No,69.53843512579087,Yes,No,Fiber optic,No,Yes,Yes,Two year,No,Electronic check,90.18,6272.08,2021-02-25,2,No,2021-02-25 00:00:00.000000000,1040
CUST-11315,Female,0.0,Yes,No,36.29640997103564,Yes,Yes,DSL,No,Yes,Yes,Two year,Yes,Mailed check,94.37,3423.25,"Feb 26, 2021",4,No,2021-02-26 00:00:00.000000000,1039
CUST-11316,Female,0.0,No,No,22.117419864609605,Yes,Yes,DSL,No internet service,No,Yes,One year,No,Credit card (automatic),49.17,1087.5135347428543,"Feb 27, 2021",2,Yes,2021-02-27 00:00:00.000000000,1038
CUST-11317,Female,1.0,No,No,14.565520196319632,Yes,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,Electronic check,81.11,1200.52,2021-02-28,1,Yes,2021-02-28 00:00:00.000000000,1037
CUST-11318,Male,1.0,No,No,10.568011644729536,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,64.43,682.95,"Mar 01, 2021",4,Yes,2021-03-01 00:00:00.000000000,1036
CUST-11319,Male,0.0,Yes,No,70.53879746237821,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.26,4958.35,2021-03-01,3,No,2021-03-01 00:00:00.000000000,1036
CUST-11320,Male,0.0,No,Yes,22.166143932629733,Yes,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,93.42,2073.55,2021-03-02,4,No,2021-03-02 00:00:00.000000000,1035
CUST-11321,Male,0.0,No,No,26.650950241874263,Yes,No,DSL,No,No,No,Two year,No,Electronic check,99.96,2664.028986177751,2021-03-03,1,Yes,2021-03-03 00:00:00.000000000,1034
CUST-11322,Female,1.0,No,Yes,6.332083354200308,Yes,No,DSL,No,Yes,Yes,Two year,No,Mailed check,53.01,319.99,"Mar 04, 2021",4,Yes,2021-03-04 00:00:00.000000000,1033
CUST-11323,Male,0.0,Yes,Yes,1.1477601713637462,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.956,19.98,2021-03-05,3,No,2021-03-05 00:00:00.000000000,1032
CUST-11324,Male,0.0,Yes,No,69.69256099660005,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,58.036,4127.91,2021-03-06,2,No,2021-03-06 00:00:00.000000000,1031
CUST-11325,Male,0.0,Yes,No,9.0358033356652,Yes,No,Fiber optic,No internet service,No,No,Month-to-month,No,Electronic check,58.12,523.05,2021-03-07,3,Yes,2021-03-07 00:00:00.000000000,1030
CUST-11326,Male,0.0,Yes,No,14.026859315802366,No,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.068,1037.71,INVALID_DATE,1,Yes,2022-10-31 00:32:15.569690727,426
CUST-11327,Female,0.0,Yes,No,2.922260959357555,Yes,No,DSL,Yes,No,No internet service,Month-to-month,No,Electronic check,89.69,261.04,08/03/2021,3,Yes,2021-08-03 00:00:00.000000000,881
CUST-11328,Female,1.0,No,No,43.52498285311606,Yes,Yes,Fiber optic,No,No internet service,Yes,One year,No,Bank transfer (automatic),18.0,799.21,2021-03-09,4,Yes,2021-03-09 00:00:00.000000000,1028
CUST-11329,Female,0.0,Yes,Yes,0.6724985629448375,Yes,No phone service,Fiber optic,No,No,No internet service,Month-to-month,No,Electronic check,44.57,43.45,INVALID_DATE,2,Yes,2023-12-11 12:41:58.019478067,20
CUST-11330,Female,0.0,Yes,No,43.097084212045324,Yes,Yes,DSL,No internet service,Yes,Yes,Month-to-month,No,Electronic check,35.78,1533.04,2021-03-11,3,No,2021-03-11 00:00:00.000000000,1026
CUST-11331,Female,1.0,No,No,3.627704517159658,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),102.23,355.96,2021-03-12,3,Yes,2021-03-12 00:00:00.000000000,1025
CUST-11332,Male,1.0,No,No,52.23641929574905,Yes,no,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,58.45,3040.54,2021-03-13,5,No,2021-03-13 00:00:00.000000000,1024
CUST-11333,Male,0.0,No,No,31.403798169536856,Yes,Yes,Fiber optic,No internet service,Yes,No,One year,No,Electronic check,49.31,1533.46,2021-03-14,3,Yes,2021-03-14 00:00:00.000000000,1023
CUST-11334,Male,0.0,Yes,Yes,4.3182896851449195,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,353.54,2021-03-15,1,Yes,2021-03-15 00:00:00.000000000,1022
CUST-11335,Female,0.0,No,Yes,20.02299507604192,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.36,942.8,2021-03-15,2,Yes,2021-03-15 00:00:00.000000000,1022
CUST-11336,Male,1.0,Yes,No,8.998100199070057,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Electronic check,64.24,581.75,2021/03/16 19:18,2,Yes,2021-03-16 19:18:00.000000000,1020
CUST-11337,Female,0.0,Yes,No,19.45940424300971,Yes,No,DSL,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),119.12,2318.004233427317,2021-03-17,4,Yes,2021-03-17 00:00:00.000000000,1020
CUST-11338,Male,1.0,No,Yes,47.04692204669044,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),118.29,5565.180408903013,2021-03-18,5,No,2021-03-18 00:00:00.000000000,1019
CUST-11339,Male,0.0,Yes,Yes,12.401140919784673,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Mailed check,52.48,650.8118754702996,2021-03-19,3,No,2021-03-19 00:00:00.000000000,1018
CUST-11340,Male,0.0,Yes,No,12.201634123081746,No,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.23,724.62,2021-03-20,1,Yes,2021-03-20 00:00:00.000000000,1017
CUST-11341,Female,0.0,No,No,4.468633227220081,Yes,Yes,DSL,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),46.13,223.47,INVALID_DATE,3,No,2023-08-17 23:23:43.114279549,136
CUST-11342,Female,0.0,No,Yes,11.591824919175405,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18.0,214.97,2021-03-22,4,Yes,2021-03-22 00:00:00.000000000,1015
CUST-11343,Female,0.0,No,No,49.26566635853014,Yes,yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.79,4708.1,22/03/2021,2,Yes,2021-03-22 00:00:00.000000000,1015
CUST-11344,Female,0.0,Yes,Yes,10.828504826636873,Yes,no,Fiber optic,No,No,No,One year,Yes,Mailed check,120.0,1292.45,2021-03-23,3,Yes,2021-03-23 00:00:00.000000000,1014
CUST-11345,Male,0.0,Yes,No,72.0,Yes,No,Fiber optic,No internet service,Yes,No,Two year,No,Mailed check,51.4,3705.01,2021-03-24,2,No,2021-03-24 00:00:00.000000000,1013
CUST-11346,Male,0.0,Yes,Yes,70.18819228865073,Yes,No,DSL,No,No,Yes,One year,Yes,Electronic check,40.2,2821.5653300037593,2021-03-25,3,No,2021-03-25 00:00:00.000000000,1012
CUST-11347,Male,0.0,Yes,No,3.756846958638013,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.51,212.2994216326341,2021-03-26,4,No,2021-03-26 00:00:00.000000000,1011
CUST-11348,Male,1.0,No,No,4.6842562480575465,Yes,No,Fiber optic,No internet service,No,No,One year,Yes,Electronic check,67.25,329.61,2021-03-27,3,Yes,2021-03-27 00:00:00.000000000,1010
CUST-11349,Male,0.0,No,Yes,47.64955511850205,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,30.63,1452.39,2021-03-28,3,No,2021-03-28 00:00:00.000000000,1009
CUST-11350,Female,0.0,Yes,Yes,11.971984612793031,Yes,No,Fiber optic,Yes,No,No internet service,One year,Yes,Electronic check,50.95,608.28,2021-03-29,4,No,2021-03-29 00:00:00.000000000,1008
CUST-11351,Female,0.0,No,No,0.10520582710268833,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,18.0,2021/03/29 22:47,4,Yes,2021-03-29 22:47:00.000000000,1007
CUST-11352,Male,0.0,Yes,Yes,7.680689348688437,No,Yes,DSL,No,No internet service,Yes,Two year,No,Electronic check,68.52,506.85,INVALID_DATE,2,Yes,2023-05-12 04:47:44.121919834,233
CUST-11353,Female,1.0,No,No,21.849137123452174,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,102.81,2250.39,2021-03-31,3,Yes,2021-03-31 00:00:00.000000000,1006
CUST-11354,Female,0.0,Yes,No,38.53858706098971,Yes,No,DSL,No,No,No,Month-to-month,Yes,Mailed check,75.64,2924.18,2021-04-01,5,Yes,2021-04-01 00:00:00.000000000,1005
CUST-11355,Female,0.0,Yes,Yes,3.435951231096869,Yes,No,DSL,No internet service,No,Yes,Month-to-month,Yes,Electronic check,32.03,105.07,2021-04-02,3,No,2021-04-02 00:00:00.000000000,1004
CUST-11356,Male,0.0,No,Yes,2.8114146229334707,Yes,No,No,No,No,No,One year,No,Credit card (automatic),47.42,152.53,2021-04-03,4,Yes,2021-04-03 00:00:00.000000000,1003
CUST-11357,Male,0.0,Yes,Yes,61.25364059224508,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),72.15,4441.04,INVALID_DATE,3,No,2018-11-23 10:32:25.184145967,1864
CUST-11358,Male,0.0,Yes,No,33.38156195564552,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Credit card (automatic),31.02,1044.75,2021-04-05,1,Yes,2021-04-05 00:00:00.000000000,1001
CUST-11359,Female,1.0,No,No,21.385456911337165,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),27.13,580.1874460045773,2021-04-05,2,No,2021-04-05 00:00:00.000000000,1001
CUST-11360,Female,1.0,Yes,No,35.187516246397074,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,28.93,1014.63,2021-04-06,3,Yes,2021-04-06 00:00:00.000000000,1000
CUST-11361,Male,0.0,No,No,13.442665028172172,No,Yes,Fiber optic,No,No internet service,No,Two year,Yes,Mailed check,80.17,1080.12,07/04/2021,3,Yes,2021-07-04 00:00:00.000000000,911
CUST-11362,Female,0.0,Yes,No,34.096861961282045,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,53.71,1831.6,2021-04-08,5,No,2021-04-08 00:00:00.000000000,998
CUST-11363,Female,0.0,No,No,11.15763488516371,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,100.17,1102.3,"Apr 09, 2021",3,Yes,2021-04-09 00:00:00.000000000,997
CUST-11364,Female,0.0,Yes,Yes,6.716136156418394,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,37.81,269.6,2021-04-10,4,No,2021-04-10 00:00:00.000000000,996
CUST-11365,Male,0.0,No,No,31.336463625483542,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),18.0,555.75,"Apr 11, 2021",4,Yes,2021-04-11 00:00:00.000000000,995
CUST-11366,Female,0.0,Yes,No,13.059895715514271,Yes,No,DSL,No,No internet service,No,One year,Yes,Electronic check,60.78,786.0,INVALID_DATE,3,No,2022-11-29 10:57:45.309866020,397
CUST-11367,Male,0.0,Yes,No,72.0,Yes,No,DSL,No internet service,No,Yes,One year,Yes,Electronic check,114.13,8202.71,12/04/2021,4,No,2021-12-04 00:00:00.000000000,758
CUST-11368,Male,0.0,No,No,10.319788856692533,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),65.74,685.1,2021-04-13,4,No,2021-04-13 00:00:00.000000000,993
CUST-11369,Male,0.0,No,No,61.141390456139405,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),23.54,1425.84,2021-04-14,3,No,2021-04-14 00:00:00.000000000,992
CUST-11370,Male,0.0,No,No,64.86009213959157,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,18.0,1166.73,2021/04/15 14:24,1,Yes,2021-04-15 14:24:00.000000000,990
CUST-11371,Male,0.0,Yes,Yes,6.645069862121451,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Two year,No,Mailed check,100.64,678.14,16/04/2021,3,Yes,2021-04-16 00:00:00.000000000,990
CUST-11372,Female,0.0,Yes,No,38.41399535621494,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,40.48,1585.91,2021-04-17,4,Yes,2021-04-17 00:00:00.000000000,989
CUST-11373,Female,1.0,No,Yes,13.620657270235201,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,110.95,1516.04,2021-04-18,4,Yes,2021-04-18 00:00:00.000000000,988
CUST-11374,Male,0.0,Yes,Yes,59.8861621097265,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),379.45,5051.63,2021-04-19,4,Yes,2021-04-19 00:00:00.000000000,987
CUST-11375,Female,0.0,Yes,Yes,14.353511436770685,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,41.61,597.2496108840281,2021-04-19,4,No,2021-04-19 00:00:00.000000000,987
CUST-11376,Male,0.0,No,Yes,32.730358432232244,Yes,No,Fiber optic,Yes,No,No,Two year,Yes,Mailed check,99.71,3284.79,2021-04-20,3,Yes,2021-04-20 00:00:00.000000000,986
CUST-11377,Female,0.0,No,No,15.100145055635632,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),36.98,571.89,2021-04-21,3,Yes,2021-04-21 00:00:00.000000000,985
CUST-11378,Male,0.0,Yes,No,6.204304171238577,Yes,no,Fiber optic,No internet service,No,No,One year,Yes,Electronic check,21.28,114.11,2021-04-22,4,Yes,2021-04-22 00:00:00.000000000,984
CUST-11379,Female,0.0,No,Yes,5.335957014328057,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer (automatic),38.7,218.27,2021-04-23,5,Yes,2021-04-23 00:00:00.000000000,983
CUST-11380,Male,0.0,No,No,13.2992501413739,Yes,Yes,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),87.76,1167.01,2021/04/24 08:43,3,Yes,2021-04-24 08:43:00.000000000,981
CUST-11381,Male,1.0,No,No,33.80443482248111,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,98.84,3339.26,25/04/2021,5,No,2021-04-25 00:00:00.000000000,981
CUST-11382,Female,0.0,Yes,Yes,22.297212134404173,Yes,No,DSL,No internet service,No,No,Month-to-month,No,Credit card (automatic),52.82,1170.47,2021-04-26,4,No,2021-04-26 00:00:00.000000000,980
CUST-11383,Male,0.0,Yes,No,28.002505986591515,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),18.0,507.39,"Apr 26, 2021",4,No,2021-04-26 00:00:00.000000000,980
CUST-11384,Female,0.0,Yes,No,7.961768177871708,No,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Mailed check,18.0,147.47,"Apr 27, 2021",1,No,2021-04-27 00:00:00.000000000,979
CUST-11385,Male,1.0,No,No,15.760573552655512,Yes,No phone service,No,No,Yes,No internet service,One year,No,Mailed check,32.67,515.47,2021-04-28,4,No,2021-04-28 00:00:00.000000000,978
